ID,Produto,Grupo do Material,Válido até,Bloqueado em,Quantidade,Valor Total,Situação do Material,Dias,Dias2,validade
4954,FLUOCINOLONA ACETONIDA + SULFATO DE POLIMIXINA B + SULFATO DE NEOMICINA + CLORIDRATO DE LIDOCAINA  OTOSYLASE 10 ML  - FR,MEDICAMENTOS,2026-03-30,2026-01-29,220,1061.06,Disponível,474,Em +180,2026-03-30T00:00:00.000
4953,TOBRAMICINA 3 MG/ML + DEXAMETASONA 1 MG/ML TOBRACORT 5 ML SUSPENSÃO OFTALMICA ESTERIL - FR - (CX/128) UNIAO,MEDICAMENTOS,2026-02-28,2025-12-30,170,1741.56,Disponível,444,Em +180,2026-02-28T00:00:00.000
4690,LIDOCAINA (CLORIDRATO) 2% 20 MG/ML S/VASO INJ. 20 ML - FR - (CX/25) HYPOFARMA,MEDICAMENTOS,2026-04-30,2026-03-01,200,356.2,Disponível,505,Em +180,2026-04-30T00:00:00.000
4666,CETOPROFENO ARTRINID 100 MG IV PO LIOFILIZADO - FR - (CX/50) UNIAO QUIMICA,MEDICAMENTOS,2026-04-30,2026-03-01,1250,6056.12,Disponível,505,Em +180,2026-04-30T00:00:00.000
4789,CEFALOTINA SODICA 1G PO INJETAVEL USO IV/IM - FR - (CX/50) ABL,MEDICAMENTOS,2026-02-28,2025-12-30,100,392.06,Disponível,444,Em +180,2026-02-28T00:00:00.000
4790,ETOMIDATO 2 MG/ML INJETAVEL 10 ML - AMP - (CX/25) CRISTALIA,MEDICAMENTOS,2025-11-30,2025-10-01,50,532.31,Disponível,354,Em +180,2025-11-30T00:00:00.000
813,MALEATO DE ENALAPRIL 20MG - CP - (CX/30) VITAMEDIC,MEDICAMENTOS,2024-03-30,2024-01-30,16680,9674.4,Vencido,-256,Vencido,2024-03-30T00:00:00.000
4698,OMEPRAZOL SODICO 40 MG PO LIOF INJ. C/ DILUENTE 10 ML FRASCO + AMPOLA UNIPRAZOL - FR - (CX/50) UNIAO,MEDICAMENTOS,2026-04-30,2026-03-01,900,17492.49,Disponível,505,Em +180,2026-04-30T00:00:00.000
757,PERMETRINA 5% (50 MG/ML) 60ML - FR - (CX/50) - NATIVITA,MEDICAMENTOS,2025-10-30,2025-08-31,499,4481.87,Disponível,323,Em +180,2025-10-30T00:00:00.000
2228,ESPIRONOLACTONA 25MG - CP - (CX/30) GEOLAB,MEDICAMENTOS,2026-05-30,2026-03-31,600,111.48,Disponível,535,Em +180,2026-05-30T00:00:00.000
952,NIFEDIPINO RETARD NIFEDIPRESS  20MG - CP - (CX/30) MEDQUIMICA,MEDICAMENTOS,2026-03-30,2026-01-29,4410,1057.96,Disponível,474,Em +180,2026-03-30T00:00:00.000
2228,ESPIRONOLACTONA 25MG - CP - (CX/30) GEOLAB,MEDICAMENTOS,2026-05-30,2026-03-31,24030,4464.77,Disponível,535,Em +180,2026-05-30T00:00:00.000
993,NIMESULIDA 100MG - COMPRIMIDO - (CX/350) PRATI,MEDICAMENTOS,2026-09-30,2026-08-01,6850,1784.42,Disponível,658,Em +180,2026-09-30T00:00:00.000
813,MALEATO DE ENALAPRIL 20MG - CP - (CX/30) VITAMEDIC,MEDICAMENTOS,2023-12-30,2023-10-31,101980,59148.4,Vencido,-347,Vencido,2023-12-30T00:00:00.000
2077,LORATADINA 1MG/ML ORAL FRASCO COM 100ML - FR - (CX/50) PRATI,MEDICAMENTOS,2026-04-30,2026-03-01,638,3509,Disponível,505,Em +180,2026-04-30T00:00:00.000
4262,CLORIDRATO DE METFORMINA 850MG - CP - (CX/500) GEOLAB,MEDICAMENTOS,2026-09-30,2026-08-01,66500,10147.9,Disponível,658,Em +180,2026-09-30T00:00:00.000
4261,METILDOPA 250 MG - CP - (CX/500) HIPOLABOR,MEDICAMENTOS,2026-04-30,2026-03-01,10000,2338,Disponível,505,Em +180,2026-04-30T00:00:00.000
4263,NITRATO DE MICONAZOL 20MG/G 28 G ANTIMICOTICO - BS - (CX/100) PRATI,MEDICAMENTOS,2025-09-30,2025-08-01,1380,5344.05,Disponível,293,Em +180,2025-09-30T00:00:00.000
4263,NITRATO DE MICONAZOL 20MG/G 28 G ANTIMICOTICO - BS - (CX/100) PRATI,MEDICAMENTOS,2025-10-30,2025-08-31,30,116.18,Disponível,323,Em +180,2025-10-30T00:00:00.000
2227,DIPIRONA 500MG/ML - SOL.ORAL GOTAS FRASCO COM 10ML - FR - (CX/200) NATULAB,MEDICAMENTOS,2026-04-30,2026-03-01,1840,5480.44,Disponível,505,Em +180,2026-04-30T00:00:00.000
5508,NIFEDIPINO 10MG - CP - (CX/30) NEOQUIMICA,MEDICAMENTOS,2026-01-30,2025-12-01,4170,791.05,Disponível,415,Em +180,2026-01-30T00:00:00.000
5508,NIFEDIPINO 10MG - CP - (CX/30) NEOQUIMICA,MEDICAMENTOS,2026-02-28,2025-12-30,1020,193.49,Disponível,444,Em +180,2026-02-28T00:00:00.000
648,SULFADIAZINA DE PRATA CREME 1% 400G - POTE - (CX/24) NATIVIT,MEDICAMENTOS,2023-11-30,2023-10-01,52,1241.76,Vencido,-377,Vencido,2023-11-30T00:00:00.000
757,PERMETRINA 5% (50 MG/ML) 60ML - FR - (CX/50) - NATIVITA,MEDICAMENTOS,2026-03-30,2026-01-29,450,4041.76,Disponível,474,Em +180,2026-03-30T00:00:00.000
5144,CLORIDRATO DE PROMETAZINA 25MG/ML 2ML PARMEGAN - AMP - (CX/50) CRISTALIA,MEDICAMENTOS,2026-05-30,2026-03-31,900,1302.12,Disponível,535,Em +180,2026-05-30T00:00:00.000
5146,CLORETO DE SUXAMETONIO 100MG SUCCITRAT - AMP - (CX/10) BLAU,MEDICAMENTOS,2026-02-28,2025-12-30,70,1701,Disponível,444,Em +180,2026-02-28T00:00:00.000
5155,ACIDO ASCORBICO 100MG/ML VITAMINA C 5ML - AMP - (CX/100) FARMACE,MEDICAMENTOS,2025-06-30,2025-05-01,1900,2356,Disponível,201,Em +180,2025-06-30T00:00:00.000
4668,CIPROFLOXACINO (CLORIDRATO) 2 MG/ML BOLSA  INJ. 200 ML - UND - ,MEDICAMENTOS,2025-11-18,2025-09-19,156,10757.73,Disponível,342,Em +180,2025-11-18T00:00:00.000
5169,TARTARATO  METOPROLOL 1MG/ML 5ML BETACRIS - AMP - (CX/10) CRISTALIA,MEDICAMENTOS,2026-03-30,2026-01-29,270,3542.8,Disponível,474,Em +180,2026-03-30T00:00:00.000
3295,TESTE,MEDICAMENTOS,2026-07-31,2026-06-01,5,5,Disponível,597,Em +180,2026-07-31T00:00:00.000
535,BENZILPENICILINA 1.200.000UI C/DIL C/1 - AMP - (CX/50) TEUTO,MEDICAMENTOS,2025-11-30,2025-10-01,500,4645,Disponível,354,Em +180,2025-11-30T00:00:00.000
4554,METFORMINA 500 MG GLIFAGE XR 500 LIBERACAO PROLONGADA - CP - (CX/30) MERCK,MEDICAMENTOS,2027-04-30,2027-03-01,4290,1587.3,Disponível,870,Em +180,2027-04-30T00:00:00.000
3962,"SORO FISIOLOGICO 0,9 SIST. FECHADO 100ML - FR - (CX/60) FARM",MEDICAMENTOS,2026-06-30,2026-05-01,1370,15618,Disponível,566,Em +180,2026-06-30T00:00:00.000
737,AGUA PARA INJECAO 10ML - AMP - (CX/200) FARMACE,MEDICAMENTOS,2026-04-30,2026-03-01,1115,512.9,Disponível,505,Em +180,2026-04-30T00:00:00.000
6117,PREDNISONA 5MG - CP - (CX/20) NOVA QUIMICA,MEDICAMENTOS,2026-09-30,2026-08-01,2000,324.4,Disponível,658,Em +180,2026-09-30T00:00:00.000
749,ALBENDAZOL SUSP ORAL. 40 MG/ML  FRASCO 10 ML - FR - (CX/200) PRATI,MEDICAMENTOS,2026-09-30,2026-08-01,380,678.3,Disponível,658,Em +180,2026-09-30T00:00:00.000
6118, SALBUTAMOL 100 MCG DOSES SPRAY (AEROFRIN) - FR - PHARMA SCIENCE,MEDICAMENTOS,2026-07-30,2026-05-31,1900,25948.3,Disponível,596,Em +180,2026-07-30T00:00:00.000
4501,SULFATO FERROSO 109 MG (40 MG) MASFEROL  - CP - (CX/500) NATULAB,MEDICAMENTOS,2026-05-30,2026-03-31,5000,553,Disponível,535,Em +180,2026-05-30T00:00:00.000
5304,"SAIS PARA REIDRATACAO ORAL (SODIO+POTASSIO+CITRATO DE SODIO DI-HI+GLICOSE (3,5G/1,5G/2,9G/20G) - UND - (CX/50) GLOBO",MEDICAMENTOS,2026-06-30,2026-05-01,1105,3292.24,Disponível,566,Em +180,2026-06-30T00:00:00.000
3962,"SORO FISIOLOGICO 0,9 SIST. FECHADO 100ML - FR - (CX/60) FARM",MEDICAMENTOS,2026-07-30,2026-05-31,360,4104,Disponível,596,Em +180,2026-07-30T00:00:00.000
4175,DIPIRONA MONOIDRATADA 1G INJETAVEL 2 ML - AMP - (CX/100) SANTISA,MEDICAMENTOS,2026-05-30,2026-03-31,900,983.34,Disponível,535,Em +180,2026-05-30T00:00:00.000
5149,NITROGLICERINA 5 MG/ML 10ML TRIDIL - AMP - (CX/10) CRISTALIA,MEDICAMENTOS,2026-03-30,2026-01-29,240,13797.6,Disponível,474,Em +180,2026-03-30T00:00:00.000
5154,DRAMIN B6 DL 10ML - AMP - (CX/100) HYPERA PHARMA,MEDICAMENTOS,2026-01-30,2025-12-01,2400,35760,Disponível,415,Em +180,2026-01-30T00:00:00.000
648,SULFADIAZINA DE PRATA CREME 1% 400G - POTE - (CX/24) NATIVIT,MEDICAMENTOS,2023-11-30,2023-10-01,27,644.76,Vencido,-377,Vencido,2023-11-30T00:00:00.000
5510, AMOXICILINA 400MG/5ML + CLAVULANATO DE POTASSIO 57MG/5ML 70 ML - FR - (CX/32) EUROFARMA ,MEDICAMENTOS,2026-01-30,2025-12-01,50,1099.88,Disponível,415,Em +180,2026-01-30T00:00:00.000
5509,AMOXICILINA 500 MG + CLAVULANATO DE POTASSIO 125 MG - CP - (CX/18) SANDOZ,MEDICAMENTOS,2026-01-30,2025-12-01,318,567.73,Disponível,415,Em +180,2026-01-30T00:00:00.000
557,ATENOLOL 25MG - CP - (CX/30) VITAMEDIC,MEDICAMENTOS,2024-04-30,2024-03-01,9990,4195.8,Vencido,-225,Vencido,2024-04-30T00:00:00.000
514,ENALAPRIL 5MG - CP - (CX/30) ,MEDICAMENTOS,2023-11-30,2023-10-01,40260,8052,Vencido,-377,Vencido,2023-11-30T00:00:00.000
698,ACETATO DEXAMETASONA 1MG 10G - BS - (CX/100),MEDICAMENTOS,2025-01-30,2024-12-01,5343,16456.44,Bloqueado,50,Em 60,2025-01-30T00:00:00.000
5505,AMOXICILINA 875 MG + CLAVULANATO DE POTASSIO 125 MG - CP - (CX/14) BIOSINTETICA,MEDICAMENTOS,2026-01-30,2025-12-01,322,1487.8,Disponível,415,Em +180,2026-01-30T00:00:00.000
4554,METFORMINA 500 MG GLIFAGE XR 500 LIBERACAO PROLONGADA - CP - (CX/30) MERCK,MEDICAMENTOS,2027-02-28,2026-12-30,53670,19857.9,Disponível,809,Em +180,2027-02-28T00:00:00.000
467,SORO RINGER C/LACTATO 500 ML - FR - (CX/30) FRESENIUS KABI,MEDICAMENTOS,2026-01-10,2025-11-11,1288,21767.2,Disponível,395,Em +180,2026-01-10T00:00:00.000
2705,METILDOPA 250 MG COMPRIMIDO REVESTIDO - CP - (CX/30) EMS,MEDICAMENTOS,2026-03-30,2026-01-29,880,906.4,Disponível,474,Em +180,2026-03-30T00:00:00.000
2705,METILDOPA 250 MG COMPRIMIDO REVESTIDO - CP - (CX/30) EMS,MEDICAMENTOS,2026-05-30,2026-03-31,270,278.1,Disponível,535,Em +180,2026-05-30T00:00:00.000
2705,METILDOPA 250 MG COMPRIMIDO REVESTIDO - CP - (CX/30) EMS,MEDICAMENTOS,2026-07-30,2026-05-31,2790,2873.7,Disponível,596,Em +180,2026-07-30T00:00:00.000
2705,METILDOPA 250 MG COMPRIMIDO REVESTIDO - CP - (CX/30) EMS,MEDICAMENTOS,2026-07-30,2026-05-31,3210,3306.3,Disponível,596,Em +180,2026-07-30T00:00:00.000
5958,PROTAMINA (CLORIDRATO) IV 1.000 UI/ML 5ML- AMP - (CX/25) CELLERA,MEDICAMENTOS,2026-11-30,2026-10-01,50,357,Disponível,719,Em +180,2026-11-30T00:00:00.000
4285,BROMOPRIDA 5 MG/ML INJETAVEL 2 ML - AMP - (CX/50) FRESENIUS KABI,MEDICAMENTOS,2025-10-16,2025-08-17,400,1560,Disponível,309,Em +180,2025-10-16T00:00:00.000
5153, DEXTRANA 1MG/ML HIPROMELOSE 3MG/ML COLIRIO LACRIBELL 15ML - FR - (CX/50) CRISTALIA,MEDICAMENTOS,2026-04-30,2026-03-01,260,6752.2,Disponível,505,Em +180,2026-04-30T00:00:00.000
5045,TESTE SISTEMA,MEDICAMENTOS,2027-07-09,2027-07-09,99820,19964,Disponível,940,Em +180,2027-07-09T00:00:00.000
552,SULF+TRIM 400MG+80MG - CP - (CX/20),MEDICAMENTOS,2024-11-30,2024-10-01,2020,686.8,Vencido,-11,Vencido,2024-11-30T00:00:00.000
1193,ACIDO ACETILSALICILICO 100MG - CP - (CX/500) - IMEC,MEDICAMENTOS,2026-07-30,2026-05-31,31000,1903.4,Disponível,596,Em +180,2026-07-30T00:00:00.000
558,ATENOLOL 50MG - CP - (CX/30) EMS,MEDICAMENTOS,2024-06-30,2024-05-01,101265,52657.8,Vencido,-164,Vencido,2024-06-30T00:00:00.000
4697,"METILSULFATO DE NEOSTIGMINA 0,5 MG/ML INJ. 1 ML NORMASTIG - AMP - (CX/50) UNIAO",MEDICAMENTOS,2025-04-30,2025-03-01,50,21.14,Disponível,140,Em 150,2025-04-30T00:00:00.000
4704,SULFATO DE AMICACINA 250 MG/ML INJ. 2ML - AMP - (CX/50) FRESENIUS,MEDICAMENTOS,2025-05-10,2025-03-11,200,557,Disponível,150,Em 150,2025-05-10T00:00:00.000
557,ATENOLOL 25MG - CP - (CX/30) VITAMEDIC,MEDICAMENTOS,2024-08-30,2024-07-01,101415,42594.3,Vencido,-103,Vencido,2024-08-30T00:00:00.000
4176,HYPLEX B POLIVITAMINICO SOL. INJETAVEL 2 ML - AMP - (CX/100) HYPOFARMA,MEDICAMENTOS,2025-12-30,2025-10-31,1400,513.66,Disponível,384,Em +180,2025-12-30T00:00:00.000
4703,CLORIDRATO DE VANCOMICINA 500 MG INJ. NOVAMICIN - FR - (CX/50) FRESENIUS,MEDICAMENTOS,2026-02-19,2025-12-21,50,692.6,Disponível,435,Em +180,2026-02-19T00:00:00.000
557,ATENOLOL 25MG - CP - (CX/30) VITAMEDIC,MEDICAMENTOS,2024-08-30,2024-07-01,205980,86511.6,Vencido,-103,Vencido,2024-08-30T00:00:00.000
698,ACETATO DEXAMETASONA 1MG 10G - BS - (CX/100),MEDICAMENTOS,2025-02-28,2024-12-30,4076,12554.08,Disponível,79,Em 90,2025-02-28T00:00:00.000
698,ACETATO DEXAMETASONA 1MG 10G - BS - (CX/100),MEDICAMENTOS,2025-02-28,2024-12-30,3679,11331.32,Disponível,79,Em 90,2025-02-28T00:00:00.000
1130,ACICLOVIR 200MG - CP - (CX/500) PHARLAB,MEDICAMENTOS,2024-09-30,2024-08-01,22630,42770.7,Vencido,-72,Vencido,2024-09-30T00:00:00.000
1129,AZITROMICINA 500MG - CP - (CX/500) PHARLAB,MEDICAMENTOS,2024-11-30,2024-10-01,16250,92462.5,Vencido,-11,Vencido,2024-11-30T00:00:00.000
1130,ACICLOVIR 200MG - CP - (CX/500) PHARLAB,MEDICAMENTOS,2024-09-30,2024-08-01,50000,94500,Vencido,-72,Vencido,2024-09-30T00:00:00.000
1476,CLARITROMICINA 500MG - CP - (CX/490) PHARLAB,MEDICAMENTOS,2025-08-30,2025-07-01,5020,12438.05,Disponível,262,Em +180,2025-08-30T00:00:00.000
1488,AZITROMICINA 500MG - CP - (CX/150) PRATI,MEDICAMENTOS,2024-10-30,2024-08-31,15120,27064.8,Vencido,-42,Vencido,2024-10-30T00:00:00.000
557,ATENOLOL 25MG - CP - (CX/30) VITAMEDIC,MEDICAMENTOS,2024-09-30,2024-08-01,36150,15183,Vencido,-72,Vencido,2024-09-30T00:00:00.000
4700,PROPOFOL 10 MG/ML 20 ML EMULSAO INJ. ESTERIL IV PROVINE - FR - (CX/5) UNIAO,MEDICAMENTOS,2025-12-30,2025-10-31,80,2058.43,Disponível,384,Em +180,2025-12-30T00:00:00.000
1809,LEVOTIROXINA SODICA 50 MCG - CP - (CX/30) MERCK,MEDICAMENTOS,2024-06-30,2024-05-01,330,26.4,Vencido,-164,Vencido,2024-06-30T00:00:00.000
1488,AZITROMICINA 500MG - CP - (CX/150) PRATI,MEDICAMENTOS,2025-03-30,2025-01-29,107310,192084.9,Disponível,109,Em 120,2025-03-30T00:00:00.000
4698,OMEPRAZOL SODICO 40 MG PO LIOF INJ. C/ DILUENTE 10 ML FRASCO + AMPOLA UNIPRAZOL - FR - (CX/50) UNIAO,MEDICAMENTOS,2025-11-30,2025-10-01,1100,21379.71,Disponível,354,Em +180,2025-11-30T00:00:00.000
648,SULFADIAZINA DE PRATA CREME 1% 400G - POTE - (CX/24) NATIVIT,MEDICAMENTOS,2025-04-01,2025-01-31,2,47.76,Disponível,111,Em 120,2025-04-01T00:00:00.000
4682,FUROSEMIDA 20 MG/ML INJETAVEL 2 ML - AMP - (CX/100) SANTISA ,MEDICAMENTOS,2025-11-30,2025-10-01,1900,659.3,Disponível,354,Em +180,2025-11-30T00:00:00.000
4683,SULFATO DE GENTAMICINA 40MG/ML SOL INJ. 1 ML GENTAMICIN - AMP - (CX/50) FRESENIUS,MEDICAMENTOS,2025-08-21,2025-06-22,50,50.43,Disponível,253,Em +180,2025-08-21T00:00:00.000
4688,SUCCINATO SODICO HIDROCORTISONA 500 MG INJ. IV/IM CORTISONAL - FR - (CX/50) UNIAO QUIMICA,MEDICAMENTOS,2025-12-30,2025-10-31,850,4985.34,Disponível,384,Em +180,2025-12-30T00:00:00.000
4689,LEVOFLOXACINO LEVOTAC 5 MG/ML IV BOLSA 100 ML - UND - (CX/6) CRISTALIA ,MEDICAMENTOS,2025-10-30,2025-08-31,42,1289.06,Disponível,323,Em +180,2025-10-30T00:00:00.000
4690,LIDOCAINA (CLORIDRATO) 2% 20 MG/ML S/VASO INJ. 20 ML - FR - (CX/25) HYPOFARMA,MEDICAMENTOS,2025-09-30,2025-08-01,275,489.78,Disponível,293,Em +180,2025-09-30T00:00:00.000
4691,"LIDOCAINA ( CLORIDRATO ) 20 MG/ML + EPINEFRINA 0,005 MG/ML C/VASO 20 ML HYPOCAINA - FR - (CX/25) HYPOFARMA",MEDICAMENTOS,2026-02-28,2025-12-30,300,1860.18,Disponível,444,Em +180,2026-02-28T00:00:00.000
4692, LIDOCAINA 10% 100 MG/ML SPRAY 50 ML ESTERIL XYLESTESIN - FR - CRISTALIA,MEDICAMENTOS,2026-12-30,2026-10-31,45,2302.65,Disponível,749,Em +180,2026-12-30T00:00:00.000
4693,METOCLOPRAMIDA (CLORIDRATO) 5 MG/ML INJ. 2 ML NOPROSIL - AMP - (CX/240) ISOFARMA,MEDICAMENTOS,2025-11-01,2025-09-02,2395,819.09,Disponível,325,Em +180,2025-11-01T00:00:00.000
1616,HIPOCLORITO DE SODIO 1% ACAO DESINFETANTE 1000ML SANITEX - UND - (CX/12),MEDICAMENTOS,2024-02-17,2023-12-19,2,14,Vencido,-298,Vencido,2024-02-17T00:00:00.000
753,ACIDO FOLICO 5MG - CP - (CX/500) NATULAB,MEDICAMENTOS,2024-10-30,2024-08-31,14700,6468,Vencido,-42,Vencido,2024-10-30T00:00:00.000
1129,AZITROMICINA 500MG - CP - (CX/500) PHARLAB,MEDICAMENTOS,2024-10-30,2024-08-31,31500,179235,Vencido,-42,Vencido,2024-10-30T00:00:00.000
497,PARACETAMOL 500 MG - CP - (CX/500) - HIPOLABOR,MEDICAMENTOS,2025-02-28,2024-12-30,129150,30582.72,Disponível,79,Em 90,2025-02-28T00:00:00.000
327,CIPROFLOXACINO 500MG - CP - (CX/500) PHARLAB,MEDICAMENTOS,2024-11-30,2024-10-01,2430,1788.48,Vencido,-11,Vencido,2024-11-30T00:00:00.000
1130,ACICLOVIR 200MG - CP - (CX/500) PHARLAB,MEDICAMENTOS,2024-04-30,2024-03-01,34370,64959.3,Vencido,-225,Vencido,2024-04-30T00:00:00.000
878,ATENOLOL 50MG - CP - (CX/30) VITAMEDIC,MEDICAMENTOS,2024-09-30,2024-08-01,30060,14428.8,Vencido,-72,Vencido,2024-09-30T00:00:00.000
533,BESILATO DE ANLODIPINO 5MG - CP - (CX/500) GEOLAB,MEDICAMENTOS,2024-10-30,2024-08-31,106500,48990,Vencido,-42,Vencido,2024-10-30T00:00:00.000
554,SULFATO FERROSO 125 MG/ML  FRASCO COM 30 ML - FR - (CX/100) ,MEDICAMENTOS,2024-08-30,2024-07-01,1,3.43,Vencido,-103,Vencido,2024-08-30T00:00:00.000
540,ALBENDAZOL 400MG - CP - (CX/100) PRATI,MEDICAMENTOS,2024-09-30,2024-08-01,8900,7512.49,Vencido,-72,Vencido,2024-09-30T00:00:00.000
3736,HEMOPARE SOLUCAO HEMOSTATICA PRÓTESE 10ML - FR - MAQUIRA (ODONTO),ODONTOLOGICO,2025-08-30,2025-07-31,8,186.64,Disponível,262,Em +180,2025-08-30T00:00:00.000
447,CIMENTO IONOMERO DE VIDRO P/ RESTAURACAO (A2/KIT) PHOTO - UND - (CX/20) MAQUIRA (ODONTO),ODONTOLOGICO,2024-10-30,2024-09-30,24,1797.6,Vencido,-42,Vencido,2024-10-30T00:00:00.000
438,HIDROXIDO DE CALCIO P.A 10G - FR - (CX/12)  MAQUIRA (ODONTO),ODONTOLOGICO,2024-10-30,2024-09-30,1,69.8,Vencido,-42,Vencido,2024-10-30T00:00:00.000
438,HIDROXIDO DE CALCIO P.A 10G - FR - (CX/12)  MAQUIRA (ODONTO),ODONTOLOGICO,2024-10-30,2024-09-30,12,837.6,Vencido,-42,Vencido,2024-10-30T00:00:00.000
439,HIDROXIDO DE CALCIO P.A 10G - UND - BIODINAMICA (ODONTO),ODONTOLOGICO,2025-08-30,2025-07-31,7,71.89,Disponível,262,Em +180,2025-08-30T00:00:00.000
3539,PONTA DIAMANTADA - CHAMPION 1092 - UND - MICRODONT (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,92,901.6,Disponível,365,Em +180,1900-01-01T00:00:00.000
5072,LIMA K FILE N 45-80 25MM ( 2 SERIE) - CX - (CX/6) MK LIFE (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,6,339.6,Disponível,365,Em +180,1900-01-01T00:00:00.000
5071,LIMA K 31MM 45-80 (2 SERIE) - CX - (CX/6) MK LIFE (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,6,339.6,Disponível,365,Em +180,1900-01-01T00:00:00.000
5070,LIMA K 21MM 45-80 (2 SERIE) - CX - (CX/6) MK LIFE,ODONTOLOGICO,1900-01-01,1900-01-01,6,262.8,Disponível,365,Em +180,1900-01-01T00:00:00.000
5066,ESPATULA 1 SILICATO/CALCADOR 6335-1 - UND - FAVA ( ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,4,216,Disponível,365,Em +180,1900-01-01T00:00:00.000
5064,CUBA REDONDA INOX P/ASSEPIA  AUTOCLAVAVEL 8CM GG - UND - GOLGRAN (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,5,203.6,Disponível,365,Em +180,1900-01-01T00:00:00.000
5063,CINZEL MICRO FEDY OCHSEMBEIN 3  - UND - MILLENNIUM (ODONTO),ODONTOLOGICO,2033-09-12,2033-08-13,2,324,Disponível,3197,Em +180,2033-09-12T00:00:00.000
5061,CINZEL MICRO FEDY OCHSEMBEIN 1 - UND - MILLENNIUM (ODONTO),ODONTOLOGICO,2032-11-22,2032-10-23,1,162,Disponível,2903,Em +180,2032-11-22T00:00:00.000
3750,OBTURADOR PROVISORIO (COM FLUOR) 25GR - UND - MAQUIRA (ODONTO),ODONTOLOGICO,2025-08-30,2025-07-31,7,107.8,Disponível,262,Em +180,2025-08-30T00:00:00.000
5059,CALCADOR PAIVA DUPLO N 3-4 DUPLO - UND - GOLGRAN (ODONTO),ODONTOLOGICO,2034-01-30,2033-12-31,3,39.54,Disponível,3337,Em +180,2034-01-30T00:00:00.000
3751,OXIDO DE ZINCO 50GR - UND -  MAQUIRA - (ODONTO),ODONTOLOGICO,2025-05-30,2025-05-30,62,868,Disponível,170,Em 180,2025-05-30T00:00:00.000
3752,PINCA KELLY CURVA 18CM - UND - ABC (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,21,1049.58,Disponível,365,Em +180,1900-01-01T00:00:00.000
3753,PONTA CARBIDE FG 701 - UND - MICRODONT (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,100,1958,Disponível,365,Em +180,1900-01-01T00:00:00.000
3754,PONTA CARBIDE FG 702 - UND - MICRODONT (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,37,675.25,Disponível,365,Em +180,1900-01-01T00:00:00.000
3755,PONTA CARBIDE ( FGOS 702) - UND -  MICRODONT (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,60,1095,Disponível,365,Em +180,1900-01-01T00:00:00.000
3756,PONTA DIAMANTADA - CHAMPION 1090 BLISTER - UND - MICRODONT (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,100,1087,Disponível,365,Em +180,1900-01-01T00:00:00.000
5073,LIMA LOGIC 30.03 25MM - CR - (CR/4) BASSI (ODONTO),ODONTOLOGICO,2027-05-07,2027-04-07,2,399,Disponível,877,Em +180,2027-05-07T00:00:00.000
5074,LIMA LOGIC 30.05 25MM - CR - (CX/4) BASSI (ODONTO),ODONTOLOGICO,2027-04-05,2027-03-06,2,399,Disponível,845,Em +180,2027-04-05T00:00:00.000
392,"RESINA FOTOPOLIMERIZAVEL  EA3,5 SERINGA DE 4G - UND - (CX/20) FGM (ODONTO)",ODONTOLOGICO,2025-05-04,2025-04-04,6,215.4,Disponível,144,Em 150,2025-05-04T00:00:00.000
1544,PASTA PROFILATICA PROPHYCARE MORANGO 90G (COM FLUOR) - UND -  ALLPLAN (ODONTO),ODONTOLOGICO,2025-09-30,2025-08-31,75,585,Disponível,293,Em +180,2025-09-30T00:00:00.000
2665,ESCULPIDOR LECRON ADULTO 32P4 - UND - (ABC),ODONTOLOGICO,1900-01-01,1900-01-01,2,38.54,Disponível,365,Em +180,1900-01-01T00:00:00.000
3733,ESCAVADOR N 17 COLHER DE DENTINA -  UND - CASSIFLEX (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,12,162,Disponível,365,Em +180,1900-01-01T00:00:00.000
3733,ESCAVADOR N 17 COLHER DE DENTINA -  UND - CASSIFLEX (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,15,202.5,Disponível,365,Em +180,1900-01-01T00:00:00.000
3721,BROCA 1094 PONTA DIAMANTADA - UND - MICRODONT - (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,1,10.87,Disponível,365,Em +180,1900-01-01T00:00:00.000
3720,BICARBONATO DE SODIO AIRON FRASCO C/ 200G - FR - MAQUIRA (ODONTO),ODONTOLOGICO,2025-03-30,2025-02-28,12,378,Disponível,109,Em 120,2025-03-30T00:00:00.000
3720,BICARBONATO DE SODIO AIRON FRASCO C/ 200G - FR - MAQUIRA (ODONTO),ODONTOLOGICO,2024-08-30,2024-07-31,7,220.5,Vencido,-103,Vencido,2024-08-30T00:00:00.000
3718,ALVEOLOTOMO ADULTO RETO PINCA GOIVA  - UND - CASSIFLEX (ODONTO),ODONTOLOGICO,1900-01-01,1900-01-01,42,8182.86,Disponível,365,Em +180,1900-01-01T00:00:00.000
